"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hS" "hQ" "W"
1326970800 20120119110000 0.8 0.0213 0.1872 0 0 0 0 0.0213 0.3072 0.0055 0.648 88.97 92.44 871.14 605.29 2.3 0.5733
1326974400 20120119120000 0.2 0.0147 0.2121 0 0 0 0 0.0147 0.3427 0.0019 0.5726 88.9 92.2 869.68 628.66 1.83 0.5738
1326978000 20120119130000 0 0.0147 0.2243 0 0 0 0 0.0147 0.3646 -0.0002 0.4584 88.92 91.97 868.29 638 1.37 0.5737
1326981600 20120119140000 0 0.016 0.2254 0 0 0 0 0.016 0.3721 -0.0007 0.3426 88.93 91.76 867.01 634.96 1.02 0.5736
1326985200 20120119150000 0 0.008 0.2193 0 0 0 0 0.008 0.3655 0.0001 0.2561 88.94 91.56 865.83 624.03 0.77 0.5735
1326988800 20120119160000 0 0 0.2105 0 0 0 0 0 0.3502 0.0018 0.1914 88.94 91.38 864.72 608.33 0.57 0.5735
1326992400 20120119170000 0 0 0.1999 0 0 0 0 0 0.3303 0.004 0.1431 88.94 91.21 863.7 590.01 0.43 0.5735
1326996000 20120119180000 0 0 0.1878 0 0 0 0 0 0.3086 0.0065 0.107 88.95 91.05 862.75 570.49 0.32 0.5734
1326999600 20120119190000 0 0 0.1794 0 0 0 0 0 0.2868 0.0092 0.08 88.96 90.9 861.87 550.73 0.24 0.5733
1327003200 20120119200000 0 0 0.1711 0 0 0 0 0 0.2658 0.0118 0.0598 88.97 90.77 861.05 531.3 0.18 0.5732
1327006800 20120119210000 0 0 0.1645 0 0 0 0 0 0.2462 0.0144 0.0447 88.99 90.65 860.3 512.59 0.13 0.5731
1327010400 20120119220000 0 0 0.1584 0 0 0 0 0 0.2283 0.0169 0.0334 89 90.53 859.6 494.79 0.1 0.573
1327014000 20120119230000 2.1 0 0.1545 0 0 0 0 0 0.2124 0.0192 0.1056 88.13 90.41 858.87 488.12 1.2 0.5799
1327017600 20120120000000 0 0 0.1617 0 0 0 0 0 0.2127 0.0192 0.3 88.15 90.25 857.91 498.77 0.9 0.5797
1327021200 20120120010000 0 0 0.1678 0 0 0 0 0 0.2204 0.0183 0.2242 88.17 90.11 857.03 500.98 0.67 0.5796
1327024800 20120120020000 0 0 0.1722 0 0 0 0 0 0.221 0.0184 0.1676 88.19 89.97 856.22 497.48 0.5 0.5794
1327028400 20120120030000 0 0 0.1745 0 0 0 0 0 0.2168 0.0191 0.1253 88.21 89.85 855.47 490.24 0.37 0.5793
1327032000 20120120040000 0 0 0.1728 0 0 0 0 0 0.2096 0.0202 0.0937 88.23 89.74 854.78 480.67 0.28 0.5791
1327035600 20120120050000 0.2 0 0.1673 0 0 0 0 0 0.2008 0.0216 0.0778 88.16 89.63 854.14 470.73 0.32 0.5796
1327039200 20120120060000 0 0 0.1623 0 0 0 0 0 0.1944 0.0226 0.0851 88.19 89.53 853.51 462.06 0.23 0.5794
1327042800 20120120070000 0.3 0 0.1584 0 0 0 0 0 0.187 0.0238 0.062 88.08 89.43 852.94 452.25 0.34 0.5803
1327046400 20120120080000 0.3 0.0084 0.1545 0 0 0 0 0.0084 0.1788 0.0252 0.0919 87.99 89.34 852.36 446.37 0.42 0.581
1327050000 20120120090000 0.2 0.0211 0.1523 0 0 0 0 0.0211 0.174 0.0261 0.1137 87.96 89.24 851.79 443.12 0.43 0.5813
1327053600 20120120100000 0.8 0.0253 0.1534 0 0 0 0 0.0253 0.1714 0.0266 0.114 87.67 89.15 851.24 440.81 0.78 0.5835
1327057200 20120120110000 2.5 0.0168 0.159 0 0 0 0 0.0168 0.1696 0.027 0.2078 86.68 89.05 850.6 449.82 2.02 0.5914
1327060800 20120120120000 0 0.0726 0.1866 0 0 0 0 0.0725 0.1882 0.0242 0.4899 86.77 88.89 849.63 482.34 1.53 0.5906
1327064400 20120120130000 0 0.0347 0.2116 0 0 0 0 0.0346 0.2109 0.021 0.3746 86.83 88.74 848.76 500.78 1.15 0.5902
1327068000 20120120140000 0 0.0168 0.2254 0 0 0 0 0.0168 0.2239 0.0193 0.2876 86.87 88.61 847.95 509.07 0.86 0.5899
1327071600 20120120150000 0 0.0042 0.2287 0 0 0 0 0.0042 0.2297 0.0186 0.215 86.89 88.49 847.22 509.46 0.64 0.5897
1327075200 20120120160000 0 0 0.2199 0 0 0 0 0 0.2286 0.0189 0.1607 86.91 88.38 846.55 504.56 0.48 0.5895
1327078800 20120120170000 0 0 0.2105 0 0 0 0 0 0.2231 0.0197 0.1201 86.93 88.28 845.93 496.23 0.36 0.5894
1327082400 20120120180000 0 0 0.2005 0 0 0 0 0 0.2149 0.021 0.0898 86.95 88.19 845.37 485.83 0.27 0.5892
1327086000 20120120190000 0 0 0.19 0 0 0 0 0 0.2052 0.0225 0.0671 86.97 88.1 844.85 474.27 0.2 0.589
1327089600 20120120200000 0 0 0.1811 0 0 0 0 0 0.1949 0.0241 0.0502 87 88.02 844.37 462.22 0.15 0.5888
1327093200 20120120210000 0 0 0.1739 0 0 0 0 0 0.1846 0.0258 0.0375 87.02 87.95 843.94 450.09 0.11 0.5886
1327096800 20120120220000 0 0 0.1667 0 0 0 0 0 0.1746 0.0274 0.028 87.05 87.89 843.56 438.17 0.08 0.5884
1327100400 20120120230000 0 0 0.1606 0 0 0 0 0 0.1652 0.0291 0.021 87.08 87.83 843.21 426.66 0.06 0.5882
1327104000 20120121000000 0 0 0.1545 0 0 0 0 0 0.1564 0.0306 0.0157 87.11 87.78 842.89 415.64 0.05 0.5879
1327107600 20120121010000 0 0 0.1495 0 0 0 0 0 0.1483 0.0321 0.0117 87.14 87.74 842.61 405.2 0.04 0.5877
1327111200 20120121020000 0 0 0.1462 0 0 0 0 0 0.1408 0.0335 0.0088 87.18 87.7 842.37 395.35 0.03 0.5874
1327114800 20120121030000 0.3 0 0.1429 0 0 0 0 0 0.1356 0.0345 0.007 87.09 87.66 842.14 386.24 0.2 0.5881
1327118400 20120121040000 0.9 0 0.1412 0 0 0 0 0 0.1293 0.0357 0.0524 86.75 87.62 841.9 383.02 0.67 0.5908
1327122000 20120121050000 1.1 0 0.1451 0 0 0 0 0 0.1288 0.0359 0.2115 86.34 87.55 841.49 395.97 1.11 0.594
1327125600 20120121060000 1.1 0 0.154 0 0 0 0 0 0.141 0.0337 0.3275 85.93 87.46 840.93 419.09 1.43 0.5972
1327129200 20120121070000 0.6 0 0.1728 0 0 0 0 0 0.1594 0.0305 0.3816 85.72 87.35 840.26 444.96 1.41 0.5989
1327132800 20120121080000 1.2 0.0047 0.1972 0 0 0 0 0.0047 0.1805 0.0272 0.4085 85.27 87.23 839.51 471.67 1.71 0.6024
1327136400 20120121090000 0.9 0.0126 0.2287 0 0 0 0 0.0126 0.205 0.0235 0.4669 84.95 87.08 838.64 501.11 1.78 0.6049
1327140000 20120121100000 0.1 0.0299 0.2603 0 0 0 0 0.0298 0.2299 0.0201 0.4424 84.96 86.94 837.75 524.44 1.4 0.6048
1327143600 20120121110000 0.1 0.0551 0.2791 0 0 0 0 0.055 0.2478 0.0178 0.3536 84.99 86.8 836.92 536.84 1.1 0.6046
1327147200 20120121120000 0.3 0.0362 0.2852 0 0 0 0 0.0361 0.258 0.0166 0.2875 84.93 86.68 836.15 541.72 0.99 0.6051
1327150800 20120121130000 0 0.0346 0.2786 0 0 0 0 0.0345 0.2621 0.0162 0.2481 84.98 86.56 835.42 541.91 0.74 0.6047
1327154400 20120121140000 0 0.0189 0.2658 0 0 0 0 0.0189 0.2605 0.0165 0.1855 85.01 86.45 834.76 536.03 0.55 0.6044
1327158000 20120121150000 0 0.0079 0.2526 0 0 0 0 0.0079 0.2534 0.0175 0.1386 85.04 86.35 834.16 526.29 0.41 0.6042
1327161600 20120121160000 0 0 0.2393 0 0 0 0 0 0.2431 0.019 0.1036 85.06 86.26 833.61 514.25 0.31 0.6041
1327165200 20120121170000 0 0 0.2271 0 0 0 0 0 0.231 0.0207 0.0775 85.08 86.18 833.11 500.97 0.23 0.6039
1327168800 20120121180000 1.2 0 0.216 0 0 0 0 0 0.2186 0.0226 0.1065 84.63 86.1 832.6 493.21 0.85 0.6074
1327172400 20120121190000 0 0 0.206 0 0 0 0 0 0.2152 0.0232 0.2124 84.65 86 831.98 495.25 0.64 0.6072
1327176000 20120121200000 0 0 0.2005 0 0 0 0 0 0.2157 0.0232 0.1588 84.67 85.9 831.42 491.87 0.47 0.6071
1327179600 20120121210000 0 0 0.1944 0 0 0 0 0 0.2117 0.0239 0.1187 84.7 85.82 830.9 484.95 0.35 0.6069
1327183200 20120121220000 0 0 0.1894 0 0 0 0 0 0.205 0.025 0.0887 84.72 85.74 830.44 475.83 0.27 0.6067
1327186800 20120121230000 0 0 0.1844 0 0 0 0 0 0.1966 0.0263 0.0663 84.75 85.67 830.01 465.43 0.2 0.6065
1327190400 20120122000000 0 0 0.1778 0 0 0 0 0 0.1875 0.0278 0.0496 84.78 85.61 829.62 454.41 0.15 0.6062
1327194000 20120122010000 0 0 0.1711 0 0 0 0 0 0.1783 0.0293 0.0371 84.81 85.55 829.28 443.22 0.11 0.606
1327197600 20120122020000 0 0 0.1667 0 0 0 0 0 0.1693 0.0309 0.0277 84.84 85.5 828.97 432.16 0.08 0.6058
1327201200 20120122030000 0 0 0.1595 0 0 0 0 0 0.1607 0.0324 0.0207 84.87 85.46 828.69 421.4 0.06 0.6055
1327204800 20120122040000 0 0 0.1556 0 0 0 0 0 0.1526 0.0339 0.0155 84.91 85.42 828.45 411.09 0.05 0.6052
1327208400 20120122050000 0 0 0.1518 0 0 0 0 0 0.1468 0.035 0.0124 84.94 85.38 828.23 401.14 0.03 0.605
1327212000 20120122060000 0 0 0.1473 0 0 0 0 0 0.1397 0.0364 0.009 84.98 85.35 828.04 391.72 0.02 0.6047
1327215600 20120122070000 0 0.001 0.1434 0 0 0 0 0.001 0.1331 0.0377 0.0066 85.02 85.33 827.88 382.84 0.02 0.6044
1327219200 20120122080000 0 0.0057 0.1407 0 0 0 0 0.0057 0.127 0.0389 0.0048 85.06 85.31 827.75 374.5 0.01 0.604
1327222800 20120122090000 0.2 0.0105 0.1379 0 0 0 0 0.0105 0.1215 0.04 0.0035 85.03 85.29 827.64 366.9 0.13 0.6042
1327226400 20120122100000 0.8 0.0105 0.1357 0 0 0 0 0.0105 0.1165 0.0411 0.0349 84.77 85.27 827.53 363.64 0.58 0.6063
1327230000 20120122110000 0.9 0.0124 0.1362 0 0 0 0 0.0124 0.1145 0.0415 0.1551 84.47 85.24 827.32 372.74 0.97 0.6087
1327233600 20120122120000 0.8 0.0181 0.1407 0 0 0 0 0.0181 0.1243 0.0396 0.2778 84.22 85.18 826.97 392.82 1.17 0.6106
1327237200 20120122130000 0 0.0276 0.1506 0 0 0 0 0.0276 0.1386 0.0368 0.2877 84.28 85.11 826.57 411.39 0.88 0.6101
1327240800 20120122140000 0.2 0.0114 0.1578 0 0 0 0 0.0114 0.1494 0.0349 0.2291 84.25 85.06 826.22 423.03 0.77 0.6104
1327244400 20120122150000 0.4 0.0029 0.1656 0 0 0 0 0.0029 0.1557 0.0338 0.2076 84.13 85 825.87 432 0.81 0.6113
1327248000 20120122160000 0.1 0 0.1706 0 0 0 0 0 0.1626 0.0326 0.2169 84.12 84.94 825.5 440.78 0.65 0.6114
1327251600 20120122170000 0 0 0.1706 0 0 0 0 0 0.1695 0.0315 0.1745 84.16 84.88 825.15 444.43 0.47 0.6111
1327255200 20120122180000 0 0 0.1695 0 0 0 0 0 0.1725 0.0311 0.1272 84.19 84.83 824.84 443.02 0.35 0.6109
1327258800 20120122190000 0.1 0 0.165 0 0 0 0 0 0.1713 0.0313 0.0928 84.18 84.79 824.56 438.4 0.31 0.6109
1327262400 20120122200000 0.4 0 0.1595 0 0 0 0 0 0.1676 0.032 0.084 84.06 84.74 824.3 433.64 0.47 0.6119
1327266000 20120122210000 0 0 0.1551 0 0 0 0 0 0.1639 0.0327 0.1268 84.09 84.7 824.01 433.2 0.34 0.6116
1327269600 20120122220000 0 0 0.1506 0 0 0 0 0 0.1636 0.0328 0.0925 84.12 84.65 823.75 429.38 0.25 0.6114
1327273200 20120122230000 0 0 0.1468 0 0 0 0 0 0.1606 0.0334 0.0674 84.16 84.62 823.52 423.4 0.18 0.6111
1327276800 20120123000000 0 0 0.1429 0 0 0 0 0 0.156 0.0342 0.0492 84.19 84.59 823.33 416.13 0.13 0.6108
1327280400 20120123010000 0 0 0.1407 0 0 0 0 0 0.1506 0.0353 0.0358 84.23 84.56 823.16 408.19 0.1 0.6105
1327284000 20120123020000 0 0 0.1374 0 0 0 0 0 0.1447 0.0364 0.0261 84.26 84.53 823.01 399.97 0.07 0.6103
1327287600 20120123030000 0 0 0.1346 0 0 0 0 0 0.1388 0.0375 0.0191 84.3 84.52 822.9 391.74 0.05 0.61
1327291200 20120123040000 0 0 0.1318 0 0 0 0 0 0.1331 0.0386 0.0139 84.34 84.5 822.81 383.69 0.04 0.6097
1327294800 20120123050000 0 0 0.129 0 0 0 0 0 0.1276 0.0398 0.0101 84.38 84.49 822.74 375.92 0.03 0.6093
1327298400 20120123060000 0 0 0.1268 0 0 0 0 0 0.1224 0.0408 0.0074 84.42 84.48 822.69 368.5 0.02 0.609
1327302000 20120123070000 0 0.0024 0.1241 0 0 0 0 0.0024 0.1176 0.0418 0.0054 84.47 84.48 822.66 361.46 0.01 0.6087
1327305600 20120123080000 0 0.0156 0.1218 0 0 0 0 0.0156 0.1131 0.0428 0.0039 84.53 84.48 822.66 354.81 0.01 0.6082
1327309200 20120123090000 2.4 0.0108 0.1202 0 0 0 0 0.0108 0.1089 0.0437 0.0029 83.64 84.48 822.68 350.96 1.47 0.6151
1327312800 20120123100000 1.2 0.0144 0.1257 0 0 0 0 0.0144 0.1155 0.0423 0.4279 83.24 84.41 822.26 387.62 1.77 0.6183
1327316400 20120123110000 1.8 0.024 0.1368 0 0 0 0 0.024 0.1429 0.037 0.5421 82.61 84.32 821.67 433.02 2.34 0.6231
1327320000 20120123120000 0 0.0371 0.1617 0 0 0 0 0.037 0.1785 0.0308 0.5624 82.68 84.2 820.97 474.46 1.78 0.6226
1327323600 20120123130000 0 0.0395 0.1911 0 0 0 0 0.0394 0.206 0.0265 0.435 82.75 84.1 820.34 499.97 1.34 0.6221
1327327200 20120123140000 0.1 0.0539 0.2038 0 0 0 0 0.0538 0.2244 0.0239 0.3382 82.79 84.01 819.78 513.78 1.06 0.6217
1327330800 20120123150000 2.2 0.0024 0.2143 0 0 0 0 0.0024 0.2374 0.0222 0.3717 81.99 83.91 819.16 531.62 2.05 0.628
1327334400 20120123160000 0 0 0.2531 0 0 0 0 0 0.2623 0.0189 0.4976 82 83.78 818.36 557.03 1.55 0.6278
1327338000 20120123170000 0.1 0 0.2808 0 0 0 0 0 0.2818 0.0165 0.3919 81.98 83.66 817.61 569.79 1.22 0.628
1327341600 20120123180000 0.1 0 0.3041 0 0 0 0 0 0.2928 0.0152 0.3086 81.96 83.54 816.91 573 0.97 0.6281
1327345200 20120123190000 0 0 0.3074 0 0 0 0 0 0.2944 0.0151 0.2422 81.98 83.44 816.25 569.29 0.72 0.628
1327348800 20120123200000 0.6 0 0.2958 0 0 0 0 0 0.2888 0.0159 0.2063 81.77 83.33 815.61 563.23 0.89 0.6296
1327352400 20120123210000 0 0 0.283 0 0 0 0 0 0.2835 0.0167 0.2232 81.79 83.23 814.96 558.88 0.67 0.6295
1327356000 20120123220000 0 0 0.2725 0 0 0 0 0 0.2773 0.0176 0.1668 81.81 83.13 814.35 549.59 0.5 0.6294
1327359600 20120123230000 0 0 0.2614 0 0 0 0 0 0.2667 0.0191 0.1247 81.82 83.04 813.8 537.3 0.37 0.6292
1327363200 20120124000000 0.4 0 0.247 0 0 0 0 0 0.2537 0.0209 0.1101 81.7 82.95 813.27 525.44 0.51 0.6302
1327366800 20120124010000 0 0 0.237 0 0 0 0 0 0.243 0.0225 0.1284 81.72 82.87 812.75 516.22 0.38 0.63
1327370400 20120124020000 0 0 0.2276 0 0 0 0 0 0.2334 0.0239 0.096 81.74 82.79 812.27 504.87 0.29 0.6298
1327374000 20120124030000 0 0 0.2182 0 0 0 0 0 0.2223 0.0256 0.0717 81.77 82.72 811.83 492.37 0.21 0.6296
1327377600 20120124040000 0 0 0.2099 0 0 0 0 0 0.2107 0.0274 0.0536 81.8 82.66 811.43 479.4 0.16 0.6294
1327381200 20120124050000 0 0 0.2005 0 0 0 0 0 0.1991 0.0293 0.0401 81.83 82.6 811.08 466.42 0.12 0.6292
1327384800 20120124060000 0 0 0.1922 0 0 0 0 0 0.188 0.0311 0.03 81.86 82.55 810.76 453.73 0.09 0.6289
1327388400 20120124070000 0 0.003 0.1844 0 0 0 0 0.003 0.1775 0.0329 0.0224 81.9 82.5 810.47 441.51 0.07 0.6287
1327392000 20120124080000 0 0.0293 0.1772 0 0 0 0 0.0293 0.1678 0.0346 0.0167 81.96 82.46 810.22 429.84 0.05 0.6282
1327395600 20120124090000 0 0.0626 0.17 0 0 0 0 0.0625 0.1588 0.0363 0.0125 82.06 82.43 810.02 418.77 0.04 0.6274
1327399200 20120124100000 0 0.0677 0.165 0 0 0 0 0.0676 0.1506 0.0378 0.0094 82.16 82.4 809.88 408.36 0.03 0.6266
1327402800 20120124110000 0 0.0545 0.1612 0 0 0 0 0.0544 0.1449 0.0389 0.0075 82.26 82.39 809.78 398.46 0.02 0.6259
1327406400 20120124120000 0 0.0313 0.1578 0 0 0 0 0.0312 0.1378 0.0403 0.0055 82.33 82.38 809.72 389.23 0.01 0.6253
1327410000 20120124130000 0.1 0.0283 0.154 0 0 0 0 0.0283 0.1313 0.0416 0.004 82.36 82.38 809.7 380.72 0.07 0.625
1327413600 20120124140000 0 0.0192 0.1529 0 0 0 0 0.0192 0.1256 0.0427 0.0197 82.43 82.37 809.69 374.38 0.05 0.6246
1327417200 20120124150000 0 0.004 0.1506 0 0 0 0 0.004 0.1214 0.0436 0.0143 82.47 82.38 809.72 368.04 0.04 0.6242
1327420800 20120124160000 0 0 0.1473 0 0 0 0 0 0.1173 0.0445 0.0105 82.52 82.38 809.76 361.81 0.03 0.6238
1327424400 20120124170000 0 0 0.1457 0 0 0 0 0 0.1133 0.0453 0.0076 82.56 82.39 809.81 355.77 0.02 0.6235
1327428000 20120124180000 0 0 0.1423 0 0 0 0 0 0.1095 0.0462 0.0056 82.61 82.41 809.89 349.99 0.02 0.6231
1327431600 20120124190000 0 0 0.1396 0 0 0 0 0 0.106 0.0469 0.0041 82.66 82.42 809.97 344.49 0.01 0.6228
1327435200 20120124200000 0 0 0.1357 0 0 0 0 0 0.1027 0.0477 0.003 82.71 82.44 810.08 339.28 0.01 0.6224
1327438800 20120124210000 0 0 0.1335 0 0 0 0 0 0.0996 0.0484 0.0022 82.76 82.46 810.19 334.37 0.01 0.622
1327442400 20120124220000 0 0 0.1296 0 0 0 0 0 0.0968 0.049 0.0016 82.8 82.48 810.32 329.76 0 0.6216
1327446000 20120124230000 0 0 0.1274 0 0 0 0 0 0.0941 0.0496 0.0011 82.85 82.5 810.46 325.42 0 0.6212
1327449600 20120125000000 0 0 0.1241 0 0 0 0 0 0.0917 0.0502 0.0008 82.91 82.52 810.61 321.35 0 0.6208
1327453200 20120125010000 0 0 0.1218 0 0 0 0 0 0.0895 0.0507 0.0006 82.96 82.55 810.78 317.54 0 0.6204
1327456800 20120125020000 0 0 0.1196 0 0 0 0 0 0.0874 0.0512 0.0004 83.01 82.58 810.95 313.97 0 0.62
1327460400 20120125030000 0 0 0.1174 0 0 0 0 0 0.0855 0.0517 0.0003 83.06 82.61 811.13 310.63 0 0.6196
1327464000 20120125040000 0 0 0.1146 0 0 0 0 0 0.0837 0.0521 0.0002 83.11 82.64 811.33 307.5 0 0.6192
1327467600 20120125050000 0 0 0.1124 0 0 0 0 0 0.082 0.0525 0.0002 83.17 82.67 811.53 304.56 0 0.6188
1327471200 20120125060000 0 0 0.1097 0 0 0 0 0 0.0805 0.0529 0.0001 83.22 82.71 811.74 301.81 0 0.6184
1327474800 20120125070000 0 0.0074 0.108 0 0 0 0 0.0074 0.0791 0.0532 0.0001 83.28 82.74 811.96 299.22 0 0.6179
1327478400 20120125080000 0 0.0317 0.1063 0 0 0 0 0.0316 0.0778 0.0535 0.0001 83.37 82.78 812.19 296.77 0 0.6173
1327482000 20120125090000 0 0.0749 0.1036 0 0 0 0 0.0748 0.0765 0.0538 0 83.5 82.82 812.44 294.43 0 0.6162
1327485600 20120125100000 0 0.0792 0.1014 0 0 0 0 0.0791 0.0754 0.0541 0 83.63 82.87 812.73 292.22 0 0.6152
1327489200 20120125110000 0 0.0485 0.1002 0 0 0 0 0.0484 0.0743 0.0543 0 83.73 82.92 813.06 290.18 0 0.6144
1327492800 20120125120000 0 0.0644 0.1002 0 0 0 0 0.0643 0.0733 0.0545 0 83.85 82.98 813.41 288.25 0 0.6135
1327496400 20120125130000 0 0.0485 0.0997 0 0 0 0 0.0484 0.0723 0.0547 0 83.96 83.04 813.78 286.44 0 0.6127
1327500000 20120125140000 0 0.0296 0.0997 0 0 0 0 0.0295 0.0714 0.0549 0 84.04 83.1 814.18 284.75 0 0.612
1327503600 20120125150000 0 0.0137 0.0997 0 0 0 0 0.0137 0.0706 0.055 0 84.11 83.17 814.58 283.18 0 0.6115
1327507200 20120125160000 0 0.0021 0.0997 0 0 0 0 0.0021 0.0699 0.0551 0 84.17 83.23 814.98 281.71 0 0.611
1327510800 20120125170000 0 0 0.0991 0 0 0 0 0 0.0692 0.0553 0 84.22 83.3 815.38 280.32 0 0.6106
1327514400 20120125180000 0 0 0.098 0 0 0 0 0 0.0685 0.0554 0 84.28 83.36 815.78 279 0 0.6101
1327518000 20120125190000 0 0 0.0969 0 0 0 0 0 0.0679 0.0555 0 84.34 83.42 816.17 277.76 0 0.6097
1327521600 20120125200000 0 0 0.0958 0 0 0 0 0 0.0673 0.0555 0 84.39 83.49 816.56 276.59 0 0.6093
1327525200 20120125210000 0 0 0.0942 0 0 0 0 0 0.0667 0.0556 0 84.45 83.55 816.95 275.47 0 0.6088
1327528800 20120125220000 0 0 0.0936 0 0 0 0 0 0.0662 0.0557 0 84.5 83.61 817.33 274.42 0 0.6084
1327532400 20120125230000 0 0 0.0919 0 0 0 0 0 0.0657 0.0557 0 84.56 83.67 817.72 273.42 0 0.6079
1327536000 20120126000000 0 0 0.0914 0 0 0 0 0 0.0653 0.0558 0 84.62 83.74 818.1 272.47 0 0.6075
1327539600 20120126010000 0 0 0.0903 0 0 0 0 0 0.0648 0.0558 0 84.67 83.8 818.47 271.57 0 0.6071
1327543200 20120126020000 0 0 0.0892 0 0 0 0 0 0.0644 0.0559 0 84.73 83.86 818.85 270.71 0 0.6066
1327546800 20120126030000 0 0 0.0881 0 0 0 0 0 0.064 0.0559 0 84.79 83.92 819.22 269.9 0 0.6062
1327550400 20120126040000 0 0 0.087 0 0 0 0 0 0.0637 0.0559 0 84.84 83.98 819.59 269.12 0 0.6057
1327554000 20120126050000 0 0 0.0864 0 0 0 0 0 0.0633 0.056 0 84.9 84.04 819.96 268.39 0 0.6053
1327557600 20120126060000 0 0 0.0853 0 0 0 0 0 0.063 0.056 0 84.96 84.1 820.33 267.69 0 0.6049
1327561200 20120126070000 0 0.0043 0.0847 0 0 0 0 0.0043 0.0627 0.056 0 85.02 84.16 820.7 267.02 0 0.6044
1327564800 20120126080000 0 0.0242 0.0836 0 0 0 0 0.0242 0.0624 0.056 0 85.1 84.22 821.06 266.36 0 0.6037
1327568400 20120126090000 0 0.0469 0.0825 0 0 0 0 0.0468 0.0621 0.056 0 85.2 84.28 821.44 265.7 0 0.6029
1327572000 20120126100000 0 0.0711 0.0809 0 0 0 0 0.071 0.0618 0.056 0 85.33 84.34 821.83 265.06 0 0.6019
1327575600 20120126110000 0 0.0569 0.0798 0 0 0 0 0.0568 0.0615 0.056 0 85.44 84.41 822.26 264.45 0 0.6011
1327579200 20120126120000 0 0.0469 0.0798 0 0 0 0 0.0468 0.0612 0.056 0 85.54 84.48 822.7 263.88 0 0.6002
1327582800 20120126130000 0 0.0256 0.0786 0 0 0 0 0.0256 0.061 0.056 0 85.63 84.56 823.15 263.36 0 0.5996
1327586400 20120126140000 0.2 0.0185 0.0781 0 0 0 0 0.0185 0.0608 0.056 0 85.62 84.63 823.61 263.06 0.12 0.5996
1327590000 20120126150000 0.3 0.0057 0.0786 0 0 0 0 0.0057 0.0606 0.0559 0.0322 85.56 84.7 824.03 266.1 0.27 0.6001
1327593600 20120126160000 0 0 0.0786 0 0 0 0 0 0.062 0.0554 0.0717 85.62 84.76 824.4 272.62 0.19 0.5997
1327597200 20120126170000 0.9 0 0.0786 0 0 0 0 0 0.0649 0.0545 0.0523 85.31 84.82 824.77 277.7 0.68 0.602
1327600800 20120126180000 0 0 0.0803 0 0 0 0 0 0.0693 0.0531 0.1704 85.37 84.86 824.98 293.12 0.51 0.6016
1327604400 20120126190000 0.1 0 0.0798 0 0 0 0 0 0.0761 0.0512 0.1314 85.38 84.89 825.2 303.87 0.44 0.6015
1327608000 20120126200000 0 0 0.0798 0 0 0 0 0 0.0801 0.0501 0.1172 85.43 84.92 825.41 312.58 0.32 0.6011
1327611600 20120126210000 0.1 0 0.0809 0 0 0 0 0 0.0847 0.0488 0.0854 85.44 84.96 825.63 317.64 0.29 0.6011
1327615200 20120126220000 0 0 0.0809 0 0 0 0 0 0.0874 0.0481 0.0784 85.49 84.99 825.83 321.55 0.21 0.6007
1327618800 20120126230000 0 0 0.0803 0 0 0 0 0 0.0896 0.0475 0.0572 85.54 85.03 826.04 323.06 0.16 0.6003
1327622400 20120127000000 0 0 0.0798 0 0 0 0 0 0.0904 0.0473 0.0417 85.58 85.06 826.26 322.92 0.11 0.5999
1327626000 20120127010000 0 0 0.0798 0 0 0 0 0 0.0903 0.0473 0.0304 85.63 85.1 826.48 321.66 0.08 0.5996
1327629600 20120127020000 0 0 0.0792 0 0 0 0 0 0.0896 0.0474 0.0222 85.68 85.14 826.71 319.65 0.06 0.5992
1327633200 20120127030000 0 0 0.0781 0 0 0 0 0 0.0885 0.0476 0.0162 85.73 85.17 826.94 317.18 0.04 0.5988
1327636800 20120127040000 0 0 0.0775 0 0 0 0 0 0.0872 0.0479 0.0118 85.78 85.21 827.18 314.43 0.03 0.5984
1327640400 20120127050000 0 0 0.0764 0 0 0 0 0 0.0857 0.0482 0.0086 85.83 85.25 827.42 311.54 0.02 0.598
1327644000 20120127060000 0 0 0.0753 0 0 0 0 0 0.0842 0.0486 0.0063 85.87 85.29 827.67 308.61 0.02 0.5977
1327647600 20120127070000 0 0.0048 0.0748 0 0 0 0 0.0048 0.0826 0.0489 0.0046 85.93 85.33 827.92 305.69 0.01 0.5972
1327651200 20120127080000 0 0.0299 0.0731 0 0 0 0 0.0298 0.0811 0.0493 0.0033 86.01 85.37 828.17 302.81 0.01 0.5966
1327654800 20120127090000 0 0.085 0.0714 0 0 0 0 0.0848 0.0796 0.0496 0.0024 86.14 85.42 828.44 299.97 0.01 0.5955
1327658400 20120127100000 0 0.1173 0.0709 0 0 0 0 0.1171 0.0781 0.0499 0.0018 86.31 85.47 828.75 297.2 0 0.5942
1327662000 20120127110000 0 0.1388 0.0698 0 0 0 0 0.1385 0.0767 0.0502 0.0013 86.5 85.53 829.11 294.54 0 0.5927
1327665600 20120127120000 0 0.1352 0.0698 0 0 0 0 0.1349 0.0754 0.0505 0.0009 86.69 85.6 829.53 292.01 0 0.5913
1327669200 20120127130000 0 0.1089 0.0687 0 0 0 0 0.1087 0.0742 0.0508 0.0007 86.85 85.67 829.99 289.63 0 0.59
